day,date,daily,line,type,number
Thursday,2010-04-29,1746.5,banner,Boardings,NA
Friday,2010-04-30,2223,banner,Boardings,NA
Saturday,2010-05-01,2415,banner,Boardings,NA
Sunday,2010-05-02,1172.5,banner,Boardings,NA
Monday,2010-05-03,1616,banner,Boardings,NA
Tuesday,2010-05-04,1649.5,banner,Boardings,NA
Wednesday,2010-05-05,1705,banner,Boardings,NA
Thursday,2010-05-06,1826.5,banner,Boardings,NA
Friday,2010-05-07,2217,banner,Boardings,NA
Saturday,2010-05-08,1818,banner,Boardings,NA
Sunday,2010-05-09,991,banner,Boardings,NA
Monday,2010-05-10,1728,banner,Boardings,NA
Tuesday,2010-05-11,1664.5,banner,Boardings,NA
Wednesday,2010-05-12,1861,banner,Boardings,NA
Thursday,2010-05-13,1840.5,banner,Boardings,NA
Friday,2010-05-14,2536,banner,Boardings,NA
Saturday,2010-05-15,1998,banner,Boardings,NA
Sunday,2010-05-16,1056,banner,Boardings,NA
Monday,2010-05-17,1932.5,banner,Boardings,NA
Tuesday,2010-05-18,1622,banner,Boardings,NA
Wednesday,2010-05-19,1822,banner,Boardings,NA
Thursday,2010-05-20,2153,banner,Boardings,NA
Friday,2010-05-21,2541,banner,Boardings,NA
Saturday,2010-05-22,1549,banner,Boardings,NA
Sunday,2010-05-23,1018,banner,Boardings,NA
Monday,2010-05-24,1660,banner,Boardings,NA
Tuesday,2010-05-25,1758,banner,Boardings,NA
Wednesday,2010-05-26,2077.5,banner,Boardings,NA
Thursday,2010-05-27,2190,banner,Boardings,NA
Friday,2010-05-28,2249,banner,Boardings,NA
Saturday,2010-05-29,1722.5,banner,Boardings,NA
Sunday,2010-05-30,1370.5,banner,Boardings,NA
Monday,2010-05-31,1466.5,banner,Boardings,NA
Tuesday,2010-06-01,1912,banner,Boardings,NA
Wednesday,2010-06-02,1846,banner,Boardings,NA
Thursday,2010-06-03,2042.5,banner,Boardings,NA
Friday,2010-06-04,2024.5,banner,Boardings,NA
Saturday,2010-06-05,1842.5,banner,Boardings,NA
Sunday,2010-06-06,965,banner,Boardings,NA
Monday,2010-06-07,3072.5,banner,Boardings,NA
Tuesday,2010-06-08,3681,banner,Boardings,NA
Wednesday,2010-06-09,3368,banner,Boardings,NA
Thursday,2010-06-10,4146.5,banner,Boardings,NA
Friday,2010-06-11,5213,banner,Boardings,NA
Saturday,2010-06-12,4143,banner,Boardings,NA
Sunday,2010-06-13,2698,banner,Boardings,NA
Monday,2010-06-14,4047.5,banner,Boardings,NA
Tuesday,2010-06-15,4036.5,banner,Boardings,NA
Wednesday,2010-06-16,3363,banner,Boardings,NA
Thursday,2010-06-17,3655,banner,Boardings,NA
Friday,2010-06-18,4199,banner,Boardings,NA
Saturday,2010-06-19,3848,banner,Boardings,NA
Sunday,2010-06-20,2681.5,banner,Boardings,NA
Monday,2010-06-21,3759,banner,Boardings,NA
Tuesday,2010-06-22,4298,banner,Boardings,NA
Wednesday,2010-06-23,4660,banner,Boardings,NA
Thursday,2010-06-24,4596,banner,Boardings,NA
Friday,2010-06-25,6117.5,banner,Boardings,NA
Saturday,2010-06-26,4447,banner,Boardings,NA
Sunday,2010-06-27,3104,banner,Boardings,NA
Monday,2010-06-28,4237,banner,Boardings,NA
Tuesday,2010-06-29,4403.5,banner,Boardings,NA
Wednesday,2010-06-30,3963.5,banner,Boardings,NA
Thursday,2010-07-01,4978.5,banner,Boardings,NA
Friday,2010-07-02,5516,banner,Boardings,NA
Saturday,2010-07-03,4996,banner,Boardings,NA
Sunday,2010-07-04,4080,banner,Boardings,NA
Monday,2010-07-05,3618,banner,Boardings,NA
Tuesday,2010-07-06,4415.5,banner,Boardings,NA
Wednesday,2010-07-07,4937.5,banner,Boardings,NA
Thursday,2010-07-08,5354,banner,Boardings,NA
Friday,2010-07-09,5941,banner,Boardings,NA
Saturday,2010-07-10,4076.5,banner,Boardings,NA
Sunday,2010-07-11,3775.5,banner,Boardings,NA
Monday,2010-07-12,4558,banner,Boardings,NA
Tuesday,2010-07-13,5144.5,banner,Boardings,NA
Wednesday,2010-07-14,4471,banner,Boardings,NA
Thursday,2010-07-15,5256,banner,Boardings,NA
Friday,2010-07-16,4994,banner,Boardings,NA
Saturday,2010-07-17,5075.5,banner,Boardings,NA
Sunday,2010-07-18,3376,banner,Boardings,NA
Monday,2010-07-19,4532,banner,Boardings,NA
Tuesday,2010-07-20,4473.5,banner,Boardings,NA
Wednesday,2010-07-21,5312,banner,Boardings,NA
Thursday,2010-07-22,5224.5,banner,Boardings,NA
Friday,2010-07-23,6081,banner,Boardings,NA
Saturday,2010-07-24,4449.5,banner,Boardings,NA
Sunday,2010-07-25,3281.5,banner,Boardings,NA
Monday,2010-07-26,5458.5,banner,Boardings,NA
Tuesday,2010-07-27,5644.5,banner,Boardings,NA
Wednesday,2010-07-28,5809,banner,Boardings,NA
Thursday,2010-07-29,5280.5,banner,Boardings,NA
Friday,2010-07-30,6617,banner,Boardings,NA
Saturday,2010-07-31,5223,banner,Boardings,NA
Sunday,2010-08-01,3746.5,banner,Boardings,NA
Monday,2010-08-02,5011,banner,Boardings,NA
Tuesday,2010-08-03,5267,banner,Boardings,NA
Wednesday,2010-08-04,4936,banner,Boardings,NA
Thursday,2010-08-05,5535,banner,Boardings,NA
Friday,2010-08-06,6576.5,banner,Boardings,NA
Saturday,2010-08-07,5535,banner,Boardings,NA
Sunday,2010-08-08,3906,banner,Boardings,NA
Monday,2010-08-09,4950.5,banner,Boardings,NA
Tuesday,2010-08-10,4177,banner,Boardings,NA
Wednesday,2010-08-11,5577,banner,Boardings,NA
Thursday,2010-08-12,5256,banner,Boardings,NA
Friday,2010-08-13,6900,banner,Boardings,NA
Saturday,2010-08-14,5095,banner,Boardings,NA
Sunday,2010-08-15,5279,banner,Boardings,NA
Monday,2010-08-16,7030,banner,Boardings,NA
Tuesday,2010-08-17,4980,banner,Boardings,NA
Wednesday,2010-08-18,4484,banner,Boardings,NA
Thursday,2010-08-19,4011,banner,Boardings,NA
Friday,2010-08-20,5092,banner,Boardings,NA
Saturday,2010-08-21,5185,banner,Boardings,NA
Sunday,2010-08-22,4208,banner,Boardings,NA
Monday,2010-08-23,5961,banner,Boardings,NA
Tuesday,2010-08-24,6003,banner,Boardings,NA
Wednesday,2010-08-25,4260,banner,Boardings,NA
Thursday,2010-08-26,5420,banner,Boardings,NA
Friday,2010-08-27,5050,banner,Boardings,NA
Saturday,2010-08-28,4624,banner,Boardings,NA
Sunday,2010-08-29,3587,banner,Boardings,NA
Monday,2010-08-30,5594,banner,Boardings,NA
Tuesday,2010-08-31,5665,banner,Boardings,NA
Wednesday,2010-09-01,6191,banner,Boardings,NA
Thursday,2010-09-02,6098,banner,Boardings,NA
Friday,2010-09-03,6096,banner,Boardings,NA
Saturday,2010-09-04,6396,banner,Boardings,NA
Sunday,2010-09-05,4398,banner,Boardings,NA
Monday,2010-09-06,4333,banner,Boardings,NA
Tuesday,2010-09-07,5699,banner,Boardings,NA
Wednesday,2010-09-08,5051,banner,Boardings,NA
Thursday,2010-09-09,5030,banner,Boardings,NA
Friday,2010-09-10,6180,banner,Boardings,NA
Saturday,2010-09-11,4968,banner,Boardings,NA
Sunday,2010-09-12,2762,banner,Boardings,NA
Monday,2010-09-13,5134,banner,Boardings,NA
Tuesday,2010-09-14,5019,banner,Boardings,NA
Wednesday,2010-09-15,5177,banner,Boardings,NA
Thursday,2010-09-16,4764,banner,Boardings,NA
Friday,2010-09-17,5020,banner,Boardings,NA
Saturday,2010-09-18,5885,banner,Boardings,NA
Sunday,2010-09-19,3805,banner,Boardings,NA
Monday,2010-09-20,5133,banner,Boardings,NA
Tuesday,2010-09-21,4691,banner,Boardings,NA
Wednesday,2010-09-22,4709,banner,Boardings,NA
Thursday,2010-09-23,4936,banner,Boardings,NA
Friday,2010-09-24,5694,banner,Boardings,NA
Saturday,2010-09-25,5024,banner,Boardings,NA
Sunday,2010-09-26,3525,banner,Boardings,NA
Monday,2010-09-27,5163,banner,Boardings,NA
Tuesday,2010-09-28,5618,banner,Boardings,NA
Wednesday,2010-09-29,5220,banner,Boardings,NA
Thursday,2010-09-30,4640,banner,Boardings,NA
Friday,2010-10-01,7128,banner,Boardings,NA
Saturday,2010-10-02,6018,banner,Boardings,NA
Sunday,2010-10-03,3576,banner,Boardings,NA
Monday,2010-10-04,4051,banner,Boardings,NA
Tuesday,2010-10-05,4617,banner,Boardings,NA
Wednesday,2010-10-06,5341,banner,Boardings,NA
Thursday,2010-10-07,5473,banner,Boardings,NA
Friday,2010-10-08,6439,banner,Boardings,NA
Saturday,2010-10-09,5577.5,banner,Boardings,NA
Sunday,2010-10-10,3574,banner,Boardings,NA
Monday,2010-10-11,5459,banner,Boardings,NA
Tuesday,2010-10-12,5502,banner,Boardings,NA
Wednesday,2010-10-13,4579,banner,Boardings,NA
Thursday,2010-10-14,4295,banner,Boardings,NA
Friday,2010-10-15,5912,banner,Boardings,NA
Saturday,2010-10-16,4119,banner,Boardings,NA
Sunday,2010-10-17,3015,banner,Boardings,NA
Monday,2010-10-18,4561.5,banner,Boardings,NA
Tuesday,2010-10-19,5036.5,banner,Boardings,NA
Wednesday,2010-10-20,5080,banner,Boardings,NA
Thursday,2010-10-21,5594,banner,Boardings,NA
Friday,2010-10-22,6693.5,banner,Boardings,NA
Saturday,2010-10-23,5155.5,banner,Boardings,NA
Sunday,2010-10-24,3909.5,banner,Boardings,NA
Monday,2010-10-25,5752,banner,Boardings,NA
Tuesday,2010-10-26,5688.5,banner,Boardings,NA
Wednesday,2010-10-27,5683,banner,Boardings,NA
Thursday,2010-10-28,5973.5,banner,Boardings,NA
Friday,2010-10-29,5593.5,banner,Boardings,NA
Saturday,2010-10-30,4936.5,banner,Boardings,NA
Sunday,2010-10-31,3584.5,banner,Boardings,NA
Monday,2010-11-01,4918,banner,Boardings,NA
Tuesday,2010-11-02,4361.5,banner,Boardings,NA
Wednesday,2010-11-03,4507,banner,Boardings,NA
Thursday,2010-11-04,4087.5,banner,Boardings,NA
Friday,2010-11-05,5484,banner,Boardings,NA
Saturday,2010-11-06,4636.5,banner,Boardings,NA
Sunday,2010-11-07,2795.5,banner,Boardings,NA
Monday,2010-11-08,4535.5,banner,Boardings,NA
Tuesday,2010-11-09,5052,banner,Boardings,NA
Wednesday,2010-11-10,4987,banner,Boardings,NA
Thursday,2010-11-11,4390,banner,Boardings,NA
Friday,2010-11-12,6223.5,banner,Boardings,NA
Saturday,2010-11-13,4906,banner,Boardings,NA
Sunday,2010-11-14,2887.5,banner,Boardings,NA
Monday,2010-11-15,4819.5,banner,Boardings,NA
Tuesday,2010-11-16,4293,banner,Boardings,NA
Wednesday,2010-11-17,4481.5,banner,Boardings,NA
Thursday,2010-11-18,4876.5,banner,Boardings,NA
Friday,2010-11-19,5905,banner,Boardings,NA
Saturday,2010-11-20,4361,banner,Boardings,NA
Sunday,2010-11-21,2802.5,banner,Boardings,NA
Monday,2010-11-22,5121,banner,Boardings,NA
Tuesday,2010-11-23,4800,banner,Boardings,NA
Wednesday,2010-11-24,5368.5,banner,Boardings,NA
Thursday,2010-11-25,0,banner,Boardings,NA
Friday,2010-11-26,4489,banner,Boardings,NA
Saturday,2010-11-27,4128.5,banner,Boardings,NA
Sunday,2010-11-28,2669,banner,Boardings,NA
Monday,2010-11-29,5105,banner,Boardings,NA
Tuesday,2010-11-30,5136,banner,Boardings,NA
Wednesday,2010-12-01,4846.5,banner,Boardings,NA
Thursday,2010-12-02,5217,banner,Boardings,NA
Friday,2010-12-03,6121,banner,Boardings,NA
Saturday,2010-12-04,4962,banner,Boardings,NA
Sunday,2010-12-05,3424,banner,Boardings,NA
Monday,2010-12-06,4781,banner,Boardings,NA
Tuesday,2010-12-07,4532.5,banner,Boardings,NA
Wednesday,2010-12-08,4919.5,banner,Boardings,NA
Thursday,2010-12-09,4432.5,banner,Boardings,NA
Friday,2010-12-10,5246.5,banner,Boardings,NA
Saturday,2010-12-11,4240.5,banner,Boardings,NA
Sunday,2010-12-12,2249.5,banner,Boardings,NA
Monday,2010-12-13,4531.5,banner,Boardings,NA
Tuesday,2010-12-14,3766,banner,Boardings,NA
Wednesday,2010-12-15,4333,banner,Boardings,NA
Thursday,2010-12-16,4403.5,banner,Boardings,NA
Friday,2010-12-17,4361,banner,Boardings,NA
Saturday,2010-12-18,3255,banner,Boardings,NA
Sunday,2010-12-19,2268.5,banner,Boardings,NA
Monday,2010-12-20,4538.5,banner,Boardings,NA
Tuesday,2010-12-21,4484.5,banner,Boardings,NA
Wednesday,2010-12-22,4447,banner,Boardings,NA
Thursday,2010-12-23,4479.5,banner,Boardings,NA
Friday,2010-12-24,1674.5,banner,Boardings,NA
Saturday,2010-12-25,0,banner,Boardings,NA
Sunday,2010-12-26,0,banner,Boardings,NA
Monday,2010-12-27,2744.5,banner,Boardings,NA
Tuesday,2010-12-28,4203,banner,Boardings,NA
Wednesday,2010-12-29,4351,banner,Boardings,NA
Thursday,2010-12-30,4331.5,banner,Boardings,NA
Friday,2010-12-31,4510.5,banner,Boardings,NA
Saturday,2011-01-01,3082.5,banner,Boardings,NA
Sunday,2011-01-02,2551.5,banner,Boardings,NA
Monday,2011-01-03,4974,banner,Boardings,NA
Tuesday,2011-01-04,4265,banner,Boardings,NA
Wednesday,2011-01-05,4408.5,banner,Boardings,NA
Thursday,2011-01-06,4563.5,banner,Boardings,NA
Friday,2011-01-07,5008,banner,Boardings,NA
Saturday,2011-01-08,3432.5,banner,Boardings,NA
Sunday,2011-01-09,2276.5,banner,Boardings,NA
Monday,2011-01-10,4909,banner,Boardings,NA
Tuesday,2011-01-11,4624,banner,Boardings,NA
Wednesday,2011-01-12,4102,banner,Boardings,NA
Thursday,2011-01-13,4691.5,banner,Boardings,NA
Friday,2011-01-14,5980.5,banner,Boardings,NA
Saturday,2011-01-15,3450,banner,Boardings,NA
Sunday,2011-01-16,2678,banner,Boardings,NA
Monday,2011-01-17,3423.5,banner,Boardings,NA
Tuesday,2011-01-18,3306,banner,Boardings,NA
Wednesday,2011-01-19,4877,banner,Boardings,NA
Thursday,2011-01-20,4246.5,banner,Boardings,NA
Friday,2011-01-21,5096,banner,Boardings,NA
Saturday,2011-01-22,3682,banner,Boardings,NA
Sunday,2011-01-23,2228,banner,Boardings,NA
Monday,2011-01-24,4204.5,banner,Boardings,NA
Tuesday,2011-01-25,4428,banner,Boardings,NA
Wednesday,2011-01-26,2959.5,banner,Boardings,NA
Thursday,2011-01-27,2295,banner,Boardings,NA
Friday,2011-01-28,4314,banner,Boardings,NA
Saturday,2011-01-29,3260,banner,Boardings,NA
Sunday,2011-01-30,2243.5,banner,Boardings,NA
Monday,2011-01-31,3876.5,banner,Boardings,NA
Tuesday,2011-02-01,3522,banner,Boardings,NA
Wednesday,2011-02-02,3815,banner,Boardings,NA
Thursday,2011-02-03,3745.5,banner,Boardings,NA
Friday,2011-02-04,3699,banner,Boardings,NA
Saturday,2011-02-05,2909.5,banner,Boardings,NA
Sunday,2011-02-06,2288,banner,Boardings,NA
Monday,2011-02-07,3201.5,banner,Boardings,NA
Tuesday,2011-02-08,3215,banner,Boardings,NA
Wednesday,2011-02-09,3644,banner,Boardings,NA
Thursday,2011-02-10,3984.5,banner,Boardings,NA
Friday,2011-02-11,5366,banner,Boardings,NA
Saturday,2011-02-12,4468.5,banner,Boardings,NA
Sunday,2011-02-13,2916,banner,Boardings,NA
Monday,2011-02-14,4645.5,banner,Boardings,NA
Tuesday,2011-02-15,4470.5,banner,Boardings,NA
Wednesday,2011-02-16,4961,banner,Boardings,NA
Thursday,2011-02-17,5662,banner,Boardings,NA
Friday,2011-02-18,7375.5,banner,Boardings,NA
Saturday,2011-02-19,4624,banner,Boardings,NA
Sunday,2011-02-20,3568.5,banner,Boardings,NA
Monday,2011-02-21,4067.5,banner,Boardings,NA
Tuesday,2011-02-22,3989.5,banner,Boardings,NA
Wednesday,2011-02-23,5413.5,banner,Boardings,NA
Thursday,2011-02-24,5368.5,banner,Boardings,NA
Friday,2011-02-25,6149.5,banner,Boardings,NA
Saturday,2011-02-26,5826.5,banner,Boardings,NA
Sunday,2011-02-27,3974.5,banner,Boardings,NA
Monday,2011-02-28,5420,banner,Boardings,NA
Tuesday,2011-03-01,5875.5,banner,Boardings,NA
Wednesday,2011-03-02,5850,banner,Boardings,NA
Thursday,2011-03-03,6076,banner,Boardings,NA
Friday,2011-03-04,7550,banner,Boardings,NA
Saturday,2011-03-05,5648.5,banner,Boardings,NA
Sunday,2011-03-06,3285.5,banner,Boardings,NA
Monday,2011-03-07,6312,banner,Boardings,NA
Tuesday,2011-03-08,6945,banner,Boardings,NA
Wednesday,2011-03-09,6418,banner,Boardings,NA
Thursday,2011-03-10,4930,banner,Boardings,NA
Friday,2011-03-11,7698.5,banner,Boardings,NA
Saturday,2011-03-12,6436.5,banner,Boardings,NA
Sunday,2011-03-13,2805,banner,Boardings,NA
Monday,2011-03-14,6171,banner,Boardings,NA
Tuesday,2011-03-15,6400,banner,Boardings,NA
Wednesday,2011-03-16,6198.5,banner,Boardings,NA
Thursday,2011-03-17,6430,banner,Boardings,NA
Friday,2011-03-18,7831,banner,Boardings,NA
Saturday,2011-03-19,6102.5,banner,Boardings,NA
Sunday,2011-03-20,3560,banner,Boardings,NA
Monday,2011-03-21,5801,banner,Boardings,NA
Tuesday,2011-03-22,6333,banner,Boardings,NA
Wednesday,2011-03-23,6071.5,banner,Boardings,NA
Thursday,2011-03-24,6425.5,banner,Boardings,NA
Friday,2011-03-25,8192,banner,Boardings,NA
Saturday,2011-03-26,6277,banner,Boardings,NA
Sunday,2011-03-27,3941.5,banner,Boardings,NA
Monday,2011-03-28,6710,banner,Boardings,NA
Tuesday,2011-03-29,7174,banner,Boardings,NA
Wednesday,2011-03-30,6553.5,banner,Boardings,NA
Thursday,2011-03-31,6405.5,banner,Boardings,NA
Friday,2011-04-01,8081,banner,Boardings,NA
Saturday,2011-04-02,6202.5,banner,Boardings,NA
Sunday,2011-04-03,4294,banner,Boardings,NA
Monday,2011-04-04,7899.5,banner,Boardings,NA
Tuesday,2011-04-05,6360.5,banner,Boardings,NA
Wednesday,2011-04-06,6964,banner,Boardings,NA
Thursday,2011-04-07,7266,banner,Boardings,NA
Friday,2011-04-08,6947,banner,Boardings,NA
Saturday,2011-04-09,6157,banner,Boardings,NA
Sunday,2011-04-10,4235.5,banner,Boardings,NA
Monday,2011-04-11,7356.5,banner,Boardings,NA
Tuesday,2011-04-12,6650.5,banner,Boardings,NA
Wednesday,2011-04-13,6507.5,banner,Boardings,NA
Thursday,2011-04-14,7068,banner,Boardings,NA
Friday,2011-04-15,8643,banner,Boardings,NA
Saturday,2011-04-16,3280.5,banner,Boardings,NA
Sunday,2011-04-17,4932,banner,Boardings,NA
Monday,2011-04-18,6649.5,banner,Boardings,NA
Tuesday,2011-04-19,6855.5,banner,Boardings,NA
Wednesday,2011-04-20,7641.5,banner,Boardings,NA
Thursday,2011-04-21,6764.5,banner,Boardings,NA
Friday,2011-04-22,8070,banner,Boardings,NA
Saturday,2011-04-23,6351,banner,Boardings,NA
Sunday,2011-04-24,0,banner,Boardings,NA
Monday,2011-04-25,7015,banner,Boardings,NA
Tuesday,2011-04-26,7337.5,banner,Boardings,NA
Wednesday,2011-04-27,7291,banner,Boardings,NA
Thursday,2011-04-28,7488.5,banner,Boardings,NA
Friday,2011-04-29,8691,banner,Boardings,NA
Saturday,2011-04-30,6773,banner,Boardings,NA
Sunday,2011-05-01,3786.5,banner,Boardings,NA
Monday,2011-05-02,7350,banner,Boardings,NA
Tuesday,2011-05-03,7791,banner,Boardings,NA
Wednesday,2011-05-04,6864,banner,Boardings,NA
Thursday,2011-05-05,8089,banner,Boardings,NA
Friday,2011-05-06,8339.5,banner,Boardings,NA
Saturday,2011-05-07,6968,banner,Boardings,NA
Sunday,2011-05-08,3711.5,banner,Boardings,NA
Monday,2011-05-09,7133.5,banner,Boardings,NA
Tuesday,2011-05-10,7426,banner,Boardings,NA
Wednesday,2011-05-11,8200.5,banner,Boardings,NA
Thursday,2011-05-12,7923,banner,Boardings,NA
Friday,2011-05-13,8587,banner,Boardings,NA
Saturday,2011-05-14,5895.5,banner,Boardings,NA
Sunday,2011-05-15,4934.5,banner,Boardings,NA
Monday,2011-05-16,8345.5,banner,Boardings,NA
Tuesday,2011-05-17,7776.5,banner,Boardings,NA
Wednesday,2011-05-18,7982.5,banner,Boardings,NA
Thursday,2011-05-19,8272.5,banner,Boardings,NA
Friday,2011-05-20,9347.5,banner,Boardings,NA
Saturday,2011-05-21,7006.5,banner,Boardings,NA
Sunday,2011-05-22,4783.5,banner,Boardings,NA
Monday,2011-05-23,8317.5,banner,Boardings,NA
Tuesday,2011-05-24,8440,banner,Boardings,NA
Wednesday,2011-05-25,8744,banner,Boardings,NA
Thursday,2011-05-26,8410.5,banner,Boardings,NA
Friday,2011-05-27,9696,banner,Boardings,NA
Saturday,2011-05-28,7320.5,banner,Boardings,NA
Sunday,2011-05-29,5902.5,banner,Boardings,NA
Monday,2011-05-30,5720.5,banner,Boardings,NA
Tuesday,2011-05-31,7736.5,banner,Boardings,NA
Wednesday,2011-06-01,8337,banner,Boardings,NA
Thursday,2011-06-02,8346.5,banner,Boardings,NA
Friday,2011-06-03,9146.5,banner,Boardings,NA
Saturday,2011-06-04,6675,banner,Boardings,NA
Sunday,2011-06-05,4871,banner,Boardings,NA
Monday,2011-06-06,7889.5,banner,Boardings,NA
Tuesday,2011-06-07,8216,banner,Boardings,NA
Wednesday,2011-06-08,8009.5,banner,Boardings,NA
Thursday,2011-06-09,7873.5,banner,Boardings,NA
Friday,2011-06-10,9212.5,banner,Boardings,NA
Saturday,2011-06-11,6992,banner,Boardings,NA
Sunday,2011-06-12,4590,banner,Boardings,NA
Monday,2011-06-13,8213,banner,Boardings,NA
Tuesday,2011-06-14,7889,banner,Boardings,NA
Wednesday,2011-06-15,8308,banner,Boardings,NA
Thursday,2011-06-16,7851.5,banner,Boardings,NA
Friday,2011-06-17,9684.5,banner,Boardings,NA
Saturday,2011-06-18,2807.5,banner,Boardings,NA
Sunday,2011-06-19,4664.5,banner,Boardings,NA
Monday,2011-06-20,7578,banner,Boardings,NA
Tuesday,2011-06-21,8139.5,banner,Boardings,NA
Wednesday,2011-06-22,8991,banner,Boardings,NA
Thursday,2011-06-23,8398,banner,Boardings,NA
Friday,2011-06-24,9814,banner,Boardings,NA
Saturday,2011-06-25,8096,banner,Boardings,NA
Sunday,2011-06-26,5724.5,banner,Boardings,NA
Monday,2011-06-27,8067.5,banner,Boardings,NA
Tuesday,2011-06-28,9013.5,banner,Boardings,NA
Wednesday,2011-06-29,9069,banner,Boardings,NA
Thursday,2011-06-30,8670.5,banner,Boardings,NA
Friday,2011-07-01,9807.5,banner,Boardings,NA
Saturday,2011-07-02,7970.5,banner,Boardings,NA
Sunday,2011-07-03,5657.5,banner,Boardings,NA
Monday,2011-07-04,7099.5,banner,Boardings,NA
Tuesday,2011-07-05,8210,banner,Boardings,NA
Wednesday,2011-07-06,8609,banner,Boardings,NA
Thursday,2011-07-07,8368,banner,Boardings,NA
Friday,2011-07-08,9327,banner,Boardings,NA
Saturday,2011-07-09,7578.5,banner,Boardings,NA
Sunday,2011-07-10,5012.5,banner,Boardings,NA
Monday,2011-07-11,7997,banner,Boardings,NA
Tuesday,2011-07-12,8133,banner,Boardings,NA
Wednesday,2011-07-13,8030,banner,Boardings,NA
Thursday,2011-07-14,8781,banner,Boardings,NA
Friday,2011-07-15,10998,banner,Boardings,NA
Saturday,2011-07-16,12246,banner,Boardings,NA
Sunday,2011-07-17,7960.5,banner,Boardings,NA
Monday,2011-07-18,9280,banner,Boardings,NA
Tuesday,2011-07-19,9499.5,banner,Boardings,NA
