COUNTY,RATE,L95CL,U95CL,VISITS,FLAG,YEAR,GENDER,MEASURE,HEALTHOUTCOMEID,cofips
Crowley,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08025
Crowley,,,,,2,2021,Male,Age adjusted rate,Heat-related,08025
Crowley,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2023,Both genders,Age adjusted rate,Heat-related,08025
Crowley,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08025
Crowley,,,,,2,2024,Male,Age adjusted rate,Heat-related,08025
Crowley,,,,,2,2024,Both genders,Age adjusted rate,Heat-related,08025
Custer,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08027
Custer,,,,,2,2012,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08027
Custer,,,,,2,2012,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2015,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2016,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2016,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2017,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2017,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2018,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2018,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2019,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2019,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2020,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2020,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2021,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2021,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08027
Custer,,,,,2,2023,Male,Age adjusted rate,Heat-related,08027
Custer,,,,,2,2023,Both genders,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2024,Male,Age adjusted rate,Heat-related,08027
Custer,0,0,0,0,2,2024,Both genders,Age adjusted rate,Heat-related,08027
Delta,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2015,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2015,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2016,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2016,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,3,2017,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2017,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,3,2017,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2018,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2018,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2019,Female,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2019,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2020,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2020,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2021,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2021,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2022,Female,Age adjusted rate,Heat-related,08029
Delta,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2022,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2023,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2023,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2023,Both genders,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2024,Female,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2024,Male,Age adjusted rate,Heat-related,08029
Delta,,,,,2,2024,Both genders,Age adjusted rate,Heat-related,08029
Denver,5.244988496,2.945407008,8.197121231,16,2,2011,Female,Age adjusted rate,Heat-related,08031
Denver,9.407188866,5.606711832,13.2076659,26,2,2011,Male,Age adjusted rate,Heat-related,08031
Denver,7.115565311,4.890625833,9.34050479,42,2,2011,Both genders,Age adjusted rate,Heat-related,08031
Denver,6.003461814,3.498541076,9.173658318,18,2,2012,Female,Age adjusted rate,Heat-related,08031
Denver,7.927300246,4.491977483,11.36262301,22,2,2012,Male,Age adjusted rate,Heat-related,08031
Denver,6.81021325,4.636078683,8.984347816,40,2,2012,Both genders,Age adjusted rate,Heat-related,08031
Denver,,,,,2,2013,Female,Age adjusted rate,Heat-related,08031
Denver,,,,,1,2013,Male,Age adjusted rate,Heat-related,08031
Denver,2.918254955,1.726832426,4.41716129,19,1,2013,Both genders,Age adjusted rate,Heat-related,08031
Denver,,,,,2,2014,Female,Age adjusted rate,Heat-related,08031
Denver,5.68135322,3.3189488,8.668342583,19,2,2014,Male,Age adjusted rate,Heat-related,08031
Denver,3.50599498,1.997224105,5.014765855,23,2,2014,Both genders,Age adjusted rate,Heat-related,08031
Denver,,,,,2,2015,Female,Age adjusted rate,Heat-related,08031
Denver,4.546708623,2.507836732,7.182122136,16,2,2015,Male,Age adjusted rate,Heat-related,08031
Denver,3.806350901,2.237536906,5.375164897,25,1,2015,Both genders,Age adjusted rate,Heat-related,08031
Denver,4.022986447,2.065814163,6.621490878,13,2,2016,Female,Age adjusted rate,Heat-related,08031
Denver,8.543270248,5.309157954,11.77738254,30,2,2016,Male,Age adjusted rate,Heat-related,08031
Denver,6.176754259,4.240743214,8.112765304,43,2,2016,Both genders,Age adjusted rate,Heat-related,08031
Denver,3.398343638,1.733485097,5.614184887,13,2,2017,Female,Age adjusted rate,Heat-related,08031
Denver,3.150052734,1.491972211,5.417205824,11,1,2017,Male,Age adjusted rate,Heat-related,08031
Denver,3.250529989,1.878832201,4.622227778,24,1,2017,Both genders,Age adjusted rate,Heat-related,08031
Denver,3.920359976,2.045362606,6.395140396,13,2,2018,Female,Age adjusted rate,Heat-related,08031
Denver,7.887464998,4.906601187,10.86832881,30,2,2018,Male,Age adjusted rate,Heat-related,08031
Denver,5.827435248,4.007554726,7.64731577,43,2,2018,Both genders,Age adjusted rate,Heat-related,08031
Denver,3.422475653,1.705748766,5.726897989,12,2,2019,Female,Age adjusted rate,Heat-related,08031
Denver,5.794775098,3.248333086,8.341217109,22,2,2019,Male,Age adjusted rate,Heat-related,08031
Denver,4.616506937,2.98710976,6.245904113,34,2,2019,Both genders,Age adjusted rate,Heat-related,08031
Denver,3.195648392,1.593112276,5.34658467,12,2,2020,Female,Age adjusted rate,Heat-related,08031
Denver,6.160291902,3.45066567,8.869918133,22,2,2020,Male,Age adjusted rate,Heat-related,08031
Denver,4.564608811,2.964471742,6.164745881,34,2,2020,Both genders,Age adjusted rate,Heat-related,08031
Denver,,,,,1,2021,Female,Age adjusted rate,Heat-related,08031
Denver,5.723981794,3.14418243,8.303781158,20,2,2021,Male,Age adjusted rate,Heat-related,08031
Denver,3.960650958,2.442811673,5.478490243,28,1,2021,Both genders,Age adjusted rate,Heat-related,08031
Denver,5.475102369,3.180174341,8.383235051,18,2,2022,Female,Age adjusted rate,Heat-related,08031
Denver,7.654569711,4.742642943,10.56649648,29,2,2022,Male,Age adjusted rate,Heat-related,08031
Denver,6.604852085,4.638741863,8.570962306,47,2,2022,Both genders,Age adjusted rate,Heat-related,08031
Denver,5.986816893,3.368552127,8.605081659,22,2,2023,Female,Age adjusted rate,Heat-related,08031
Denver,5.109080116,2.944502221,7.860327116,17,1,2023,Male,Age adjusted rate,Heat-related,08031
Denver,5.496762548,3.715874442,7.277650655,39,2,2023,Both genders,Age adjusted rate,Heat-related,08031
Denver,4.61399359,2.564390619,7.255620614,16,2,2024,Female,Age adjusted rate,Heat-related,08031
Denver,10.77172183,7.234621909,14.30882174,38,2,2024,Male,Age adjusted rate,Heat-related,08031
Denver,7.715508263,5.58125203,9.849764496,54,2,2024,Both genders,Age adjusted rate,Heat-related,08031
Dolores,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2015,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2016,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2016,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2017,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2017,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2018,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2018,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2019,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2019,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2020,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2020,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2021,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2021,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2023,Both genders,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2024,Male,Age adjusted rate,Heat-related,08033
Dolores,0,0,0,0,2,2024,Both genders,Age adjusted rate,Heat-related,08033
Douglas,,,,,2,2011,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2011,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2011,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2012,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2012,Male,Age adjusted rate,Heat-related,08035
Douglas,4.78907064,2.419115387,7.954743783,13,2,2012,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2013,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2013,Male,Age adjusted rate,Heat-related,08035
Douglas,5.810655079,3.296289968,9.026027425,17,2,2013,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2014,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2014,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2014,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2015,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2015,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2015,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2016,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2016,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2016,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2017,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2017,Male,Age adjusted rate,Heat-related,08035
Douglas,3.923240308,2.052793537,6.389366729,13,2,2017,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2018,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2018,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2018,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2019,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2019,Male,Age adjusted rate,Heat-related,08035
Douglas,5.369897024,3.141544989,8.185814536,18,2,2019,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2020,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2020,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2020,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2021,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2021,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2021,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2022,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2022,Male,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2022,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2023,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2023,Male,Age adjusted rate,Heat-related,08035
Douglas,4.62659085,2.666881516,7.11728546,17,2,2023,Both genders,Age adjusted rate,Heat-related,08035
Douglas,,,,,2,2024,Female,Age adjusted rate,Heat-related,08035
Douglas,,,,,1,2024,Male,Age adjusted rate,Heat-related,08035
Douglas,4.028280977,2.226491067,6.355418377,15,1,2024,Both genders,Age adjusted rate,Heat-related,08035
Eagle,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2014,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2014,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2015,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2016,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2016,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2017,Male,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2017,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2018,Male,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2019,Female,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2019,Male,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2019,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2020,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2020,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2021,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2021,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2023,Both genders,Age adjusted rate,Heat-related,08037
Eagle,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2024,Male,Age adjusted rate,Heat-related,08037
Eagle,,,,,2,2024,Both genders,Age adjusted rate,Heat-related,08037
Elbert,,,,,2,2011,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2011,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2012,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2012,Both genders,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2013,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2013,Both genders,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2014,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2014,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2015,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2015,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2016,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2016,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2017,Male,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2017,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2018,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2018,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2019,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2019,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2020,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2020,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2021,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2021,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2022,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2022,Both genders,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2023,Male,Age adjusted rate,Heat-related,08039
Elbert,,,,,2,2023,Both genders,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2024,Male,Age adjusted rate,Heat-related,08039
Elbert,0,0,0,0,2,2024,Both genders,Age adjusted rate,Heat-related,08039
El Paso,5.673849469,3.279660609,8.713471269,17,2,2011,Female,Age adjusted rate,Heat-related,08041
El Paso,8.032279661,4.787161311,11.27739801,25,2,2011,Male,Age adjusted rate,Heat-related,08041
El Paso,6.892051655,4.769078167,9.015025143,42,2,2011,Both genders,Age adjusted rate,Heat-related,08041
El Paso,,,,,2,2012,Female,Age adjusted rate,Heat-related,08041
El Paso,7.052719733,4.046746737,10.05869273,23,2,2012,Male,Age adjusted rate,Heat-related,08041
El Paso,5.118656137,3.339723791,6.897588482,33,2,2012,Both genders,Age adjusted rate,Heat-related,08041
El Paso,,,,,2,2013,Female,Age adjusted rate,Heat-related,08041
El Paso,5.897842271,3.281462757,8.514221784,20,2,2013,Male,Age adjusted rate,Heat-related,08041
El Paso,4.168117597,2.574686128,5.761549066,27,2,2013,Both genders,Age adjusted rate,Heat-related,08041
El Paso,3.520191994,1.749212743,5.900037137,11,2,2014,Female,Age adjusted rate,Heat-related,08041
El Paso,,,,,1,2014,Male,Age adjusted rate,Heat-related,08041
El Paso,2.900558388,1.730438691,4.367970641,19,2,2014,Both genders,Age adjusted rate,Heat-related,08041
El Paso,3.907745847,1.992811149,6.456669255,12,2,2015,Female,Age adjusted rate,Heat-related,08041
El Paso,5.992784255,3.288064036,8.697504475,20,2,2015,Male,Age adjusted rate,Heat-related,08041
El Paso,4.932493767,3.184683799,6.680303735,32,2,2015,Both genders,Age adjusted rate,Heat-related,08041
El Paso,3.794523059,2.048859304,6.069184344,14,2,2016,Female,Age adjusted rate,Heat-related,08041
El Paso,7.088969656,4.187622781,9.99031653,24,2,2016,Male,Age adjusted rate,Heat-related,08041
El Paso,5.473664531,3.698183966,7.249145095,38,1,2016,Both genders,Age adjusted rate,Heat-related,08041
El Paso,,,,,2,2017,Female,Age adjusted rate,Heat-related,08041
El Paso,6.412241483,3.683685039,9.140797926,22,2,2017,Male,Age adjusted rate,Heat-related,08041
El Paso,4.605753075,2.988053995,6.223452155,32,2,2017,Both genders,Age adjusted rate,Heat-related,08041
El Paso,4.423266571,2.557405349,6.791909625,17,2,2018,Female,Age adjusted rate,Heat-related,08041
El Paso,8.826276151,5.626405369,12.02614693,31,2,2018,Male,Age adjusted rate,Heat-related,08041
El Paso,6.56919814,4.674832468,8.463563813,48,2,2018,Both genders,Age adjusted rate,Heat-related,08041
El Paso,,,,,2,2019,Female,Age adjusted rate,Heat-related,08041
El Paso,7.44377615,4.584906394,10.30264591,28,2,2019,Male,Age adjusted rate,Heat-related,08041
El Paso,5.230705078,3.526734888,6.934675267,38,2,2019,Both genders,Age adjusted rate,Heat-related,08041
El Paso,,,,,2,2020,Female,Age adjusted rate,Heat-related,08041
El Paso,4.387013892,2.567058787,6.68666077,18,2,2020,Male,Age adjusted rate,Heat-related,08041
El Paso,3.257089409,1.982484196,4.531694622,26,2,2020,Both genders,Age adjusted rate,Heat-related,08041
El Paso,4.581369899,2.639178463,7.050386638,17,2,2021,Female,Age adjusted rate,Heat-related,08041
El Paso,4.489211917,2.675889299,6.764013711,19,1,2021,Male,Age adjusted rate,Heat-related,08041
El Paso,4.5506932,3.03469786,6.06668854,36,1,2021,Both genders,Age adjusted rate,Heat-related,08041
El Paso,5.564066973,3.32588638,8.368769745,19,2,2022,Female,Age adjusted rate,Heat-related,08041
El Paso,6.440534436,3.810438038,9.070630834,24,1,2022,Male,Age adjusted rate,Heat-related,08041
El Paso,6.0301585,4.199095642,7.861221357,43,2,2022,Both genders,Age adjusted rate,Heat-related,08041
El Paso,2.776397844,1.369957508,4.671222091,11,1,2023,Female,Age adjusted rate,Heat-related,08041
