COUNTY,RATE,L95CL,U95CL,VISITS,FLAG,YEAR,GENDER,MEASURE,HEALTHOUTCOMEID,cofips
Jefferson,4.432741602,2.628009202,6.237474001,24,2,2019,Both genders,Age adjusted rate,Heat-related,08059
Jefferson,3.968156493,2.035953823,6.534302623,13,2,2020,Female,Age adjusted rate,Heat-related,08059
Jefferson,4.741609031,2.559178522,7.58583585,14,2,2020,Male,Age adjusted rate,Heat-related,08059
Jefferson,4.407215543,2.695589036,6.11884205,27,2,2020,Both genders,Age adjusted rate,Heat-related,08059
Jefferson,6.037917956,3.280629405,8.795206506,20,2,2021,Female,Age adjusted rate,Heat-related,08059
Jefferson,5.108409587,2.861257,7.996104153,16,2,2021,Male,Age adjusted rate,Heat-related,08059
Jefferson,5.621544245,3.720136895,7.522951596,36,2,2021,Both genders,Age adjusted rate,Heat-related,08059
Jefferson,4.513587337,2.414216099,7.258870038,14,2,2022,Female,Age adjusted rate,Heat-related,08059
Jefferson,4.901336613,2.65202448,7.829960126,14,1,2022,Male,Age adjusted rate,Heat-related,08059
Jefferson,4.705242965,2.92082891,6.48965702,28,1,2022,Both genders,Age adjusted rate,Heat-related,08059
Jefferson,,,,,1,2023,Female,Age adjusted rate,Heat-related,08059
Jefferson,4.408734256,2.375478572,7.060246318,14,1,2023,Male,Age adjusted rate,Heat-related,08059
Jefferson,3.491165313,1.956019579,5.026311047,21,1,2023,Both genders,Age adjusted rate,Heat-related,08059
Jefferson,7.610680404,4.217056817,11.00430399,21,2,2024,Female,Age adjusted rate,Heat-related,08059
Jefferson,6.804759991,3.771784885,9.837735098,20,1,2024,Male,Age adjusted rate,Heat-related,08059
Jefferson,7.148192707,4.894842767,9.401542647,41,2,2024,Both genders,Age adjusted rate,Heat-related,08059
Kiowa,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2011,Male,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2011,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2015,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2016,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2016,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2017,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2017,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2018,Male,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2019,Female,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2019,Male,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2019,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2020,Male,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2021,Male,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2023,Both genders,Age adjusted rate,Heat-related,08061
Kiowa,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2024,Male,Age adjusted rate,Heat-related,08061
Kiowa,,,,,2,2024,Both genders,Age adjusted rate,Heat-related,08061
Kit Carson,,,,,2,2011,Female,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2011,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2011,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2015,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2015,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2016,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2017,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2017,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2018,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2019,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2019,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2020,Male,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2020,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2021,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2021,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2022,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2022,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2023,Female,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2023,Male,Age adjusted rate,Heat-related,08063
Kit Carson,,,,,2,2023,Both genders,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2024,Male,Age adjusted rate,Heat-related,08063
Kit Carson,0,0,0,0,2,2024,Both genders,Age adjusted rate,Heat-related,08063
Lake,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08065
Lake,,,,,2,2013,Male,Age adjusted rate,Heat-related,08065
Lake,,,,,2,2013,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2015,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2016,Female,Age adjusted rate,Heat-related,08065
Lake,,,,,2,2016,Male,Age adjusted rate,Heat-related,08065
Lake,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08065
Lake,,,,,2,2017,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2017,Male,Age adjusted rate,Heat-related,08065
Lake,,,,,2,2017,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2018,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2018,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2019,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2019,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2020,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2020,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2021,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2021,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2023,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2023,Both genders,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2024,Male,Age adjusted rate,Heat-related,08065
Lake,0,0,0,0,2,2024,Both genders,Age adjusted rate,Heat-related,08065
La Plata,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2011,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2011,Both genders,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2014,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2014,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2015,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2015,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2015,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2016,Female,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2017,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2017,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2017,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2018,Female,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2018,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2019,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2019,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2019,Both genders,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2020,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2021,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2021,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2022,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2022,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2022,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2023,Female,Age adjusted rate,Heat-related,08067
La Plata,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2023,Both genders,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2024,Female,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2024,Male,Age adjusted rate,Heat-related,08067
La Plata,,,,,2,2024,Both genders,Age adjusted rate,Heat-related,08067
Larimer,8.739701284,4.446404868,14.45938687,12,2,2011,Female,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2011,Male,Age adjusted rate,Heat-related,08069
Larimer,7.186427094,3.99386252,10.37899167,20,2,2011,Both genders,Age adjusted rate,Heat-related,08069
Larimer,6.547792849,3.228369443,11.02114429,11,2,2012,Female,Age adjusted rate,Heat-related,08069
Larimer,9.14536056,4.898704139,14.69557594,14,2,2012,Male,Age adjusted rate,Heat-related,08069
Larimer,7.97472109,4.77574656,11.17369562,25,2,2012,Both genders,Age adjusted rate,Heat-related,08069
Larimer,7.302463903,3.602390455,12.28781477,11,2,2013,Female,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2013,Male,Age adjusted rate,Heat-related,08069
Larimer,7.020454131,3.971766248,10.06914201,21,2,2013,Both genders,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2014,Female,Age adjusted rate,Heat-related,08069
Larimer,7.460859451,3.669824239,12.57418607,11,2,2014,Male,Age adjusted rate,Heat-related,08069
Larimer,5.524880476,3.171247831,8.521113222,17,2,2014,Both genders,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2015,Female,Age adjusted rate,Heat-related,08069
Larimer,15.76023,9.638008337,21.88245166,27,3,2015,Male,Age adjusted rate,Heat-related,08069
Larimer,10.509508,6.97916905,14.03984695,36,2,2015,Both genders,Age adjusted rate,Heat-related,08069
Larimer,8.189364481,4.342540047,13.23608485,14,2,2016,Female,Age adjusted rate,Heat-related,08069
Larimer,16.56546734,10.26063029,22.8703044,28,2,2016,Male,Age adjusted rate,Heat-related,08069
Larimer,12.44840222,8.564642001,16.33216245,42,2,2016,Both genders,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2017,Female,Age adjusted rate,Heat-related,08069
Larimer,9.533319209,5.380932483,14.85363982,16,2,2017,Male,Age adjusted rate,Heat-related,08069
Larimer,5.278979294,3.094142584,8.037897003,18,2,2017,Both genders,Age adjusted rate,Heat-related,08069
Larimer,7.429612096,4.12440235,11.69144047,16,2,2018,Female,Age adjusted rate,Heat-related,08069
Larimer,15.23349802,9.279862651,21.18713339,26,2,2018,Male,Age adjusted rate,Heat-related,08069
Larimer,11.14149764,7.67367018,14.6093251,42,2,2018,Both genders,Age adjusted rate,Heat-related,08069
Larimer,6.059277423,2.930704246,10.30489834,11,2,2019,Female,Age adjusted rate,Heat-related,08069
Larimer,12.15506151,6.822546501,17.48757652,21,2,2019,Male,Age adjusted rate,Heat-related,08069
Larimer,9.173976263,5.899639573,12.44831295,32,2,2019,Both genders,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2020,Female,Age adjusted rate,Heat-related,08069
Larimer,,,,,2,2020,Male,Age adjusted rate,Heat-related,08069
Larimer,3.213593296,1.663654388,5.265243618,13,2,2020,Both genders,Age adjusted rate,Heat-related,08069
Larimer,7.529277276,4.197475361,11.81846571,16,2,2021,Female,Age adjusted rate,Heat-related,08069
Larimer,7.439159772,4.074778892,11.79939575,15,2,2021,Male,Age adjusted rate,Heat-related,08069
Larimer,7.462048804,4.749822643,10.17427496,31,2,2021,Both genders,Age adjusted rate,Heat-related,08069
Larimer,8.53253808,4.830669434,13.27012005,17,2,2022,Female,Age adjusted rate,Heat-related,08069
Larimer,15.21592291,9.425203665,21.00664215,28,2,2022,Male,Age adjusted rate,Heat-related,08069
Larimer,11.83021796,8.254012293,15.40642362,45,2,2022,Both genders,Age adjusted rate,Heat-related,08069
Larimer,7.428235802,4.037596584,11.83531275,15,2,2023,Female,Age adjusted rate,Heat-related,08069
Larimer,10.05289074,5.570717854,14.53506362,20,2,2023,Male,Age adjusted rate,Heat-related,08069
Larimer,8.636535571,5.695565155,11.57750599,35,2,2023,Both genders,Age adjusted rate,Heat-related,08069
Larimer,6.810843354,3.853463551,10.59657607,17,2,2024,Female,Age adjusted rate,Heat-related,08069
Larimer,13.59372176,8.174492208,19.01295131,25,2,2024,Male,Age adjusted rate,Heat-related,08069
Larimer,10.31138772,7.085537964,13.53723748,42,2,2024,Both genders,Age adjusted rate,Heat-related,08069
Las Animas,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2013,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2015,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2015,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2015,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2016,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2016,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2016,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2017,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2017,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2018,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2018,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2018,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2019,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2019,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2019,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2020,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2021,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2021,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2021,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2022,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2022,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2022,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2023,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2023,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,3,2023,Both genders,Age adjusted rate,Heat-related,08071
Las Animas,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2024,Male,Age adjusted rate,Heat-related,08071
Las Animas,,,,,2,2024,Both genders,Age adjusted rate,Heat-related,08071
Lincoln,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2011,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2011,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2012,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2012,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2012,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2013,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2013,Male,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2013,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2014,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2014,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2015,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2015,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2016,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2016,Male,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2017,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2017,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2018,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2018,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2018,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2019,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2019,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2019,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2020,Male,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2021,Female,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2021,Male,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2021,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2022,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2022,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2022,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2023,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2023,Male,Age adjusted rate,Heat-related,08073
Lincoln,,,,,2,2023,Both genders,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2024,Female,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2024,Male,Age adjusted rate,Heat-related,08073
Lincoln,0,0,0,0,2,2024,Both genders,Age adjusted rate,Heat-related,08073
Logan,0,0,0,0,2,2011,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2011,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2011,Both genders,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2012,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2012,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2012,Both genders,Age adjusted rate,Heat-related,08075
Logan,0,0,0,0,2,2013,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2013,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2013,Both genders,Age adjusted rate,Heat-related,08075
Logan,0,0,0,0,2,2014,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2014,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2014,Both genders,Age adjusted rate,Heat-related,08075
Logan,0,0,0,0,2,2015,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2015,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2015,Both genders,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2016,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2016,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2016,Both genders,Age adjusted rate,Heat-related,08075
Logan,0,0,0,0,2,2017,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2017,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2017,Both genders,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2018,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2018,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,3,2018,Both genders,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2019,Female,Age adjusted rate,Heat-related,08075
Logan,89.48395502,43.2989286,152.1498334,11,3,2019,Male,Age adjusted rate,Heat-related,08075
Logan,59.85058344,30.8116197,98.36901705,13,3,2019,Both genders,Age adjusted rate,Heat-related,08075
Logan,0,0,0,0,2,2020,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2020,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2020,Both genders,Age adjusted rate,Heat-related,08075
Logan,,,,,3,2021,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,3,2021,Male,Age adjusted rate,Heat-related,08075
Logan,,,,,3,2021,Both genders,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2022,Female,Age adjusted rate,Heat-related,08075
Logan,,,,,2,2022,Male,Age adjusted rate,Heat-related,08075
