Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
6/11/22,23,US,756104155,30917900,281110120,444076135,NA,0,227736,242135,266684,292769,1379950,590795244,590594319,571305325,534429796,152977829,18796212,222879133,348536648,NA,583251,177946,189132,201504,206935,279197,590795244,258953600,78,258819333,82.9,248444236,87.6,230831318,89.4,57040908,95,221688993,66.8,221621136,71,213176898,75.2,198076263,76.7,50009005,91.3,17014778,77069297,127440948,NA,163970,17011682,77066086,127379665,163703,17009643,77062586,118943668,161001,16982466,76978683,103960906,154208,2364788,23833968,23742036,68213,104336368,47.1,NA,NA,103954513,48.8,99966056,50.5,63149100,61.9,34913077,69.8,44519463,58252341,1528609,35955,15527811,24.6,10827937,31,16090,7794941,8472880,12152,NA,NA,NA,NA,NA,NA,NA,NA
6/10/22,23,US,755336055,30916300,280981420,443438335,NA,0,227505,241889,266414,292471,1378550,590441517,590241913,570983789,534125781,152829439,18793348,222742789,348322982,NA,582398,177839,189020,201391,206817,278926,590441517,258896220,78,258762711,82.9,248394858,87.6,230786695,89.4,57026842,95,221640799,66.8,221573483,71,213135551,75.2,198038479,76.7,49994290,91.2,17012661,77054076,127410288,NA,163774,17009565,77050865,127349545,163508,17007527,77047374,118919834,160816,16980367,76963508,103940566,154038,2364573,23826739,23734827,68151,104252029,47,NA,NA,103887183,48.7,99907423,50.4,63112915,61.9,34893175,69.8,44495118,58192927,1528138,35846,15379790,24.4,10731854,30.8,16004,7718073,8391917,12066,NA,NA,NA,NA,NA,NA,NA,NA
6/9/22,23,US,754073055,30913500,280553820,442605735,NA,0,227124,241485,265968,291982,1376250,590076511,589878289,570655850,533819055,152674526,18791038,222606034,348097820,NA,581619,177729,188903,201275,206698,278644,590076511,258853549,78,258720845,82.9,248361178,87.6,230758379,89.4,57018478,95,221601089,66.7,221534348,70.9,213103867,75.2,198011560,76.7,49983779,91.2,17011191,77043197,127383109,NA,163592,17008097,77039986,127322936,163329,17006062,77036505,118900648,160652,16978918,76952679,103926073,153890,2364479,23821597,23729625,68078,104160225,47,NA,NA,103815005,48.7,99845658,50.4,63076398,61.8,34873125,69.8,44469701,58127120,1527689,35715,15208582,24.1,10619959,30.5,15837,7631542,8295655,11994,NA,NA,NA,NA,NA,NA,NA,NA
6/8/22,23,US,752781755,30895200,279615420,442271135,NA,0,226735,241071,265513,291482,1373890,589852206,589655209,570460758,533634806,152569980,18792505,222506191,347972700,NA,580810,177662,188832,201206,206627,278453,589852206,258881611,78,258749586,82.9,248394700,87.6,230793527,89.4,57047945,95,221567092,66.7,221500872,70.9,213076122,75.2,197987201,76.7,49970654,91.2,17012004,77033523,127358157,NA,163408,17008908,77030307,127298512,163145,17006870,77026834,118881930,160488,16979728,76942983,103910738,153752,2364560,23817354,23720698,68042,104066554,47,NA,NA,103739288,48.7,99778679,50.4,63029288,61.8,34843783,69.7,44442763,58061021,1527182,35588,15049638,23.9,10517321,30.2,15787,7553286,8207022,11923,NA,NA,NA,NA,NA,NA,NA,NA
6/7/22,23,US,752083155,30892400,279444920,441745835,NA,0,226525,240848,265266,291212,1372610,589654645,589458779,570287639,533473554,152484016,18793750,222431598,347847846,NA,581451,177602,188769,201145,206565,278296,589654645,258865995,78,258734637,82.9,248384748,87.6,230786200,89.4,57045524,95,221559553,66.7,221493785,70.9,213073174,75.2,197986075,76.7,49967221,91.2,17012831,77031652,127351542,NA,163528,17009736,77028437,127292347,163265,17007700,77024978,118879872,160624,16980563,76941152,103910454,153906,2364676,23815490,23718886,68169,104005321,46.9,NA,NA,103694374,48.7,99741696,50.4,63005996,61.8,34831302,69.7,44425420,58017258,1527110,35533,14929722,23.7,10443833,30,15818,7492467,8140257,11874,NA,NA,NA,NA,NA,NA,NA,NA
6/6/22,23,US,751433155,30890000,279184720,441358435,NA,0,226329,240640,265037,290960,1371430,589231370,589036466,569909074,533117192,152327299,18791078,222279084,347580670,NA,580538,177475,188633,201012,206427,278010,589231370,258800250,77.9,258669425,82.8,248328843,87.6,230736112,89.3,57031751,95,221506997,66.7,221441652,70.9,213028728,75.1,197946319,76.6,49954857,91.2,17010787,77016221,127316691,NA,163298,17007692,77013008,127257914,163038,17005657,77009553,118853112,160406,16978542,76925769,103888287,153721,2364432,23809687,23712622,68116,103900589,46.9,NA,NA,103616153,48.6,99674628,50.4,62966068,61.8,34810971,69.7,44399203,57939330,1526672,35384,14748933,23.4,10337098,29.7,15743,7402743,8036173,11791,NA,NA,NA,NA,NA,NA,NA,NA
6/5/22,23,US,751433155,30890000,279184720,441358435,NA,0,226329,240640,265037,290960,1371430,589110077,588915893,569805350,533020210,152289759,18790511,222237499,347501597,NA,580470,177438,188595,200975,206389,277941,589110077,258779830,77.9,258649439,82.8,248311524,87.6,230720560,89.3,57027152,95,221492058,66.7,221426994,70.9,213016500,75.1,197935430,76.6,49951687,91.2,17010346,77012039,127306393,NA,163280,17007251,77008826,127247895,163022,17005216,77005373,118845521,160390,16978107,76921599,103882017,153707,2364434,23808122,23711016,68115,103867818,46.9,NA,NA,103595083,48.6,99656996,50.3,62956541,61.8,34806654,69.7,44392388,57913462,1526590,35378,14701347,23.4,10312147,29.6,15703,7378526,8008013,11786,NA,NA,NA,NA,NA,NA,NA,NA
6/4/22,22,US,751414255,30890000,279184620,441339635,NA,0,226324,240633,265030,290953,1371390,588874667,588681788,569595678,532821573,152200087,18789206,222147891,347357380,NA,580190,177367,188520,200901,206312,277778,588874667,258747147,77.9,258617466,82.8,248283907,87.6,230695381,89.3,57019891,95,221464416,66.7,221399929,70.9,212993929,75.1,197915062,76.6,49944888,91.2,17009412,77003847,127287950,NA,163207,17006317,77000635,127230027,162950,17004282,76997182,118832145,160320,16977181,76913429,103870811,153641,2364347,23804817,23707633,68091,103807117,46.9,NA,NA,103549848,48.6,99617853,50.3,62933372,61.7,34794843,69.7,44375840,57869613,1526323,35341,14597541,23.2,10249898,29.5,15656,7324916,7950112,11767,NA,NA,NA,NA,NA,NA,NA,NA
6/3/22,22,US,749982055,30885000,278991720,440105335,NA,0,225892,240175,264525,290398,1368780,588473704,588282140,569230795,532476267,152032873,18786228,221994751,347113595,NA,579130,177246,188392,200773,206179,277473,588473704,258682487,77.9,258553588,82.8,248228408,87.6,230645358,89.3,57005216,95,221411336,66.7,221347363,70.9,212948231,75.1,197873791,76.6,49930863,91.1,17007188,76987624,127253579,NA,162945,17004093,76984414,127196163,162693,17002061,76980967,118805127,160076,16974981,76897264,103848130,153416,2364177,23798110,23700576,68000,103712931,46.8,NA,NA,103474838,48.6,99551872,50.3,62892974,61.7,34772099,69.6,44348576,57803321,1525844,35190,14425457,22.9,10137888,29.2,15554,7237748,7854590,11686,NA,NA,NA,NA,NA,NA,NA,NA
6/2/22,22,US,749151955,30881400,278521620,439748935,NA,0,225642,239909,264232,290077,1367270,588223208,588032916,569013720,532274823,151905074,18790349,221900078,346954221,NA,578560,177171,188312,200696,206101,277239,588223208,258685370,77.9,258557218,82.8,248238344,87.6,230658319,89.3,57003643,95,221406167,66.7,221342708,70.9,212950234,75.1,197879256,76.6,49924958,91.1,17011644,76987134,127244548,NA,162841,17008553,76983922,127187642,162591,17006522,76980481,118803249,159982,16979460,76896798,103849658,153340,2364318,23794926,23697746,67968,103641912,46.8,NA,NA,103422842,48.6,99508635,50.3,62868394,61.7,34757328,69.6,44331342,57749819,1525661,35090,14264775,22.7,10034332,28.9,15480,7156825,7764988,11628,NA,NA,NA,NA,NA,NA,NA,NA
6/1/22,22,US,747974855,30874900,277928520,439171435,NA,0,225288,239532,263817,289621,1365120,587821662,587632631,568647388,531928089,151737119,18787619,221748670,346708234,NA,577139,177050,188184,200567,205966,276933,587821662,258655540,77.9,258528009,82.8,248217083,87.5,230642177,89.3,57006375,95,221350544,66.7,221287702,70.9,212903526,75.1,197836924,76.6,49911361,91.1,17009590,76971468,127207027,NA,162459,17006500,76968257,127150730,162215,17004471,76964825,118774600,159630,16977427,76881181,103825307,153009,2364148,23788951,23690405,67857,103535610,46.8,NA,NA,103334295,48.5,99430439,50.3,62820490,61.7,34731514,69.6,44299584,57676104,1525026,34896,14066061,22.4,9905293,28.5,15362,7054837,7656971,11517,NA,NA,NA,NA,NA,NA,NA,NA
5/31/22,22,US,747537255,30874900,277928520,438733835,NA,0,225156,239392,263663,289452,1364320,587360320,587172379,568231946,531535042,151562242,18784785,221575421,346423663,NA,576451,176911,188037,200420,205814,276614,587360320,258586526,77.9,258459665,82.8,248157583,87.5,230588080,89.3,56990866,95,221292360,66.7,221229936,70.8,212853440,75.1,197791457,76.6,49896759,91.1,17007423,76952930,127169724,NA,162283,17004334,76949721,127113839,162042,17002307,76946294,118745369,159470,16975285,76862676,103800632,152864,2363985,23781585,23683382,67807,103424724,46.7,NA,NA,103251459,48.5,99359415,50.2,62778650,61.6,34710581,69.6,44271101,57594263,1524537,34823,13862754,22.1,9784975,28.2,15294,6953231,7541638,11455,NA,NA,NA,NA,NA,NA,NA,NA
5/30/22,22,US,747537255,30874900,277928520,438733835,NA,0,225156,239392,263663,289452,1364320,587242048,587054555,568129101,531439372,151525334,18784255,221532256,346349121,NA,576416,176875,187999,200384,205777,276546,587242048,258567659,77.9,258441058,82.8,248142128,87.5,230574448,89.3,56987596,95,221277550,66.6,221215310,70.8,212841255,75.1,197780577,76.6,49893027,91.1,17007080,76948343,127159853,NA,162274,17003991,76945134,127104152,162033,17001964,76941707,118738123,159461,16974948,76858105,103794667,152857,2363969,23779757,23681497,67804,103394099,46.7,NA,NA,103230182,48.5,99341986,50.2,62769146,61.6,34706430,69.6,44264079,57570760,1524440,34820,13815194,22,9759906,28.1,15280,6927675,7514987,11450,NA,NA,NA,NA,NA,NA,NA,NA
5/29/22,22,US,747537255,30874900,277928520,438733835,NA,0,225156,239392,263663,289452,1364320,587120356,586933391,568025358,531342677,151487683,18783813,221489771,346270389,NA,576383,176839,187960,200347,205740,276478,587120356,258550448,77.9,258424167,82.8,248128154,87.5,230562023,89.3,56984632,95,221263403,66.6,221201365,70.8,212829780,75.1,197770258,76.6,49889710,91.1,17006769,76944217,127150150,NA,162267,17003680,76941008,127094651,162026,17001653,76937582,118731091,159454,16974642,76853992,103788773,152851,2363953,23778182,23679773,67802,103359065,46.7,NA,NA,103207155,48.5,99323148,50.2,62758781,61.6,34701858,69.6,44256643,57543276,1524330,34816,13765254,21.9,9733530,28,15268,6901524,7486646,11446,NA,NA,NA,NA,NA,NA,NA,NA
5/28/22,21,US,747519955,30874900,277927720,438717335,NA,0,225151,239386,263657,289445,1364290,586912385,586726415,567840767,531167872,151407543,18782781,221409352,346144036,NA,576216,176776,187894,200282,205672,276331,586912385,258521082,77.9,258395369,82.7,248103642,87.5,230539843,89.3,56977981,95,221239256,66.6,221177629,70.8,212810237,75.1,197752632,76.6,49883530,91,17006014,76937101,127133905,NA,162236,17002925,76933893,127078816,161995,17000898,76930471,118719444,159424,16973893,76846907,103779006,152826,2363917,23775165,23676653,67795,103307540,46.7,NA,NA,103169376,48.5,99290639,50.2,62739219,61.6,34691788,69.5,44243026,57505611,1524118,34785,13671071,21.8,9677474,27.9,15235,6851418,7435917,11432,NA,NA,NA,NA,NA,NA,NA,NA
5/27/22,21,US,746456955,30867600,277690920,437898435,NA,0,224830,239046,263282,289033,1362350,586508124,586323456,567471017,530814552,151229878,18780063,221249107,345903502,NA,575452,176654,187765,200152,205535,276007,586508124,258463968,77.8,258339025,82.7,248055136,87.5,230495730,89.2,56964825,95,221190484,66.6,221129374,70.8,212768158,75,197714001,76.6,49869371,91,17003898,76921271,127103268,NA,162047,17000809,76918064,127048695,161806,16998782,76914644,118695488,159244,16971798,76831110,103758441,152652,2363762,23768201,23669675,67733,103217414,46.7,NA,NA,103098169,48.5,99227596,50.2,62700442,61.6,34670546,69.5,44216691,57442364,1523679,34680,13478443,21.5,9551345,27.5,15153,6752893,7331028,11368,NA,NA,NA,NA,NA,NA,NA,NA
5/26/22,21,US,744812955,30865100,277242120,436705735,NA,0,224335,238519,262702,288397,1359350,586008740,585825548,567007834,530370668,151000454,18776774,221058399,345599101,NA,574466,176504,187605,199989,205363,275588,586008740,258394333,77.8,258270196,82.7,247995191,87.5,230441448,89.2,56949244,95,221128528,66.6,221068078,70.8,212714748,75,197665280,76.5,49851267,91,17001337,76903359,127062042,NA,161790,16998248,76900152,127008128,161550,16996223,76896736,118662782,159007,16969260,76813243,103730351,152426,2363606,23759944,23660066,67651,103110612,46.6,NA,NA,103009052,48.4,99146946,50.2,62650091,61.6,34641820,69.5,44184786,57368114,1523166,34546,13235706,21.1,9388711,27.1,15049,6634798,7194918,11300,NA,NA,NA,NA,NA,NA,NA,NA
5/25/22,21,US,743369455,30849600,276226920,436292935,NA,0,223901,238057,262193,287838,1356710,585416027,585234155,566450007,529836288,150733265,18771582,220822817,345248627,NA,573001,176325,187416,199792,205156,275101,585416027,258312266,77.8,258188898,82.7,247922611,87.4,230375441,89.2,56930232,95,221050854,66.6,220990938,70.8,212645399,75,197603205,76.5,49831945,90.9,16997185,76880592,127011663,NA,161414,16994096,76877386,126958278,161178,16992073,76873975,118620698,158653,16965128,76790533,103695456,152088,2363295,23751011,23650119,67520,102997276,46.6,NA,NA,102912231,48.4,99058967,50.1,62595511,61.5,34611626,69.5,44149269,57291131,1522508,34368,12988274,20.7,9224811,26.7,14944,6512147,7057094,11199,NA,NA,NA,NA,NA,NA,NA,NA
5/24/22,21,US,742543055,30847500,276004220,435691335,NA,0,223652,237793,261901,287518,1355200,585029684,584848810,566092489,529494283,150566497,18768404,220671360,345017856,NA,572064,176209,187292,199666,205024,274796,585029684,258256059,77.8,258133282,82.7,247874400,87.4,230331598,89.2,56918527,95,221001614,66.6,220942091,70.8,212602494,75,197564012,76.5,49817923,90.9,16994731,76865694,126980012,NA,161177,16991642,76862488,126927019,160942,16989618,76859083,118595358,158435,16962688,76775674,103673769,151881,2363115,23744487,23642864,67457,102912618,46.6,NA,NA,102841826,48.4,98995582,50.1,62555569,61.5,34590429,69.4,44122501,57233924,1521977,34216,12806987,20.5,9108316,26.3,14855,6420912,6957489,11140,NA,NA,NA,NA,NA,NA,NA,NA
5/23/22,21,US,741676155,30844800,275769120,435062235,NA,0,223390,237515,261596,287182,1353620,584449398,584269516,565552620,528977696,150320756,18765566,220440746,344672021,NA,571065,176034,187107,199475,204824,274348,584449398,258174992,77.8,258052780,82.6,247803767,87.4,230266858,89.2,56901237,95,220933970,66.5,220874865,70.7,212544075,75,197510378,76.5,49797222,90.9,16992620,76843851,126936564,NA,160935,16989531,76840646,126883986,160702,16987509,76837247,118561096,158223,16960588,76753875,103644234,151681,2362916,23734588,23632328,67390,102790201,46.5,NA,NA,102739956,48.3,98905674,50.1,62499109,61.5,34561014,69.4,44086140,57148588,1521435,34038,12521720,20,8934290,25.9,14770,6277490,6798778,11028,NA,NA,NA,NA,NA,NA,NA,NA
5/22/22,21,US,741676155,30844800,275769120,435062235,NA,0,223390,237515,261596,287182,1353620,584279990,584100730,565397973,528831806,150258342,18764904,220380327,344563764,NA,570995,175983,187053,199421,204767,274234,584279990,258149591,77.8,258027756,82.6,247782037,87.4,230247240,89.2,56895744,95,220914142,66.5,220855276,70.7,212527352,75,197495074,76.5,49791454,90.9,16992137,76837883,126923199,NA,160923,16989048,76834678,126870860,160690,16987026,76831278,118550837,158211,16960110,76747919,103635375,151670,2362896,23732066,23629108,67384,102752401,46.5,NA,NA,102710057,48.3,98880163,50.1,62483860,61.5,34553830,69.4,44076298,57120784,1521295,34024,12445539,19.9,8891527,25.7,14746,6240433,6754378,11022,NA,NA,NA,NA,NA,NA,NA,NA
5/21/22,20,US,741658255,30844800,275767620,435045835,NA,0,223385,237509,261589,287175,1353590,583987461,583809600,565120919,528565203,150129523,18763104,220258769,344394956,NA,570632,175895,186960,199323,204664,273999,583987461,258106038,77.7,257984990,82.6,247743905,87.4,230211755,89.1,56885004,95,220878432,66.5,220820169,70.7,212496583,74.9,197466441,76.5,49781069,90.9,16990830,76826283,126900478,NA,160841,16987741,76823078,126848741,160609,16985719,76819683,118533049,158132,16958813,76736354,103619675,151599,2362797,23726950,23623958,67364,102694522,46.5,NA,NA,102657219,48.3,98832769,50.1,62454625,61.4,34538431,69.4,44056368,57083202,1520969,33983,12301373,19.7,8801087,25.5,14657,6165798,6676829,10992,NA,NA,NA,NA,NA,NA,NA,NA
5/20/22,20,US,740540955,30838600,275508820,434193535,NA,0,223049,237151,261195,286743,1351550,583478451,583301860,564628888,528101933,149885571,18758947,220048579,344101246,NA,569679,175742,186797,199149,204485,273554,583478451,258036101,77.7,257915798,82.6,247681969,87.4,230154507,89.1,56867630,95,220811243,66.5,220753494,70.7,212436537,74.9,197410826,76.4,49761090,90.8,16987635,76805209,126857756,NA,160643,16984546,76802007,126806529,160412,16982524,76798617,118497446,157950,16955635,76715336,103588417,151438,2362601,23717826,23613361,67302,102591622,46.5,NA,NA,102555794,48.3,98750612,50,62402044,61.4,34508379,69.3,44020944,57016574,1520278,33826,12049297,19.3,8628446,25,14532,6037647,6541512,10886,NA,NA,NA,NA,NA,NA,NA,NA
5/19/22,20,US,739095455,30834800,275224320,433036335,NA,0,222613,236689,260685,286183,1348910,583221364,583045929,564384374,527869200,149713791,18759463,219930777,343961862,NA,569262,175664,186715,199063,204395,273240,583221364,258074668,77.7,257955063,82.6,247726772,87.4,230202239,89.1,56872838,95,220811434,66.5,220754133,70.7,212442201,74.9,197419131,76.4,49755104,90.8,16988686,76806824,126855388,NA,160536,16985597,76803622,126804607,160307,16983577,76800239,118500527,157858,16956693,76716991,103594088,151359,2362822,23714242,23610788,67252,102524944,46.4,NA,NA,102489866,48.2,98690650,50,62366021,61.4,34487917,69.3,43995157,56976145,1519886,33756,11835302,19,8481218,24.6,14446,5928389,6427144,10828,NA,NA,NA,NA,NA,NA,NA,NA
